"player","squad","comp","pos","age","born","matches_played","starts","min_played","nineties","goals","assists","total_contributions","yellow_cards","red_cards","total_shots","shots_on_target","fouls_committed","fouls_drawn","tackles_won","fatigue_percentage","fatigue_status","contributions_per_90"
"Sander Tangvik","Hamburger SV","de Bundesliga","GK",22.0,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,1,0,3.3,"مشاركة قليلة",0.00
"Salih Özcan","Dortmund","de Bundesliga","MF",27.0,1998,11,0,81,0.9,0,0,0,0,0,1,0,1,1,2,3.0,"مشاركة قليلة",0.00
"Cole Campbell","Hoffenheim","de Bundesliga","FW",19.0,2006,5,0,79,0.9,0,0,0,0,0,1,0,0,1,0,2.9,"مشاركة قليلة",0.00
"Fabio Moreno Fell","Mainz 05","de Bundesliga","FW",25.0,2000,2,1,77,0.9,0,0,0,0,0,1,0,0,0,0,2.9,"مشاركة قليلة",0.00
"Elias Baum","Eintracht Frankfurt","de Bundesliga","DF",19.0,2005,5,0,75,0.8,0,0,0,0,0,0,0,3,0,0,2.8,"مشاركة قليلة",0.00
"Alejo Sarco","Leverkusen","de Bundesliga","FW",19.0,2006,3,0,74,0.8,0,0,0,0,0,2,0,2,2,0,2.7,"مشاركة قليلة",0.00
"Cenny Neumann","Köln","de Bundesliga","DF",18.0,2007,2,1,74,0.8,0,0,0,0,0,0,0,1,0,1,2.7,"مشاركة قليلة",0.00
"Pharell Hensel","Wolfsburg","de Bundesliga","MF",18.0,2007,5,1,69,0.8,0,0,0,0,0,1,0,0,1,1,2.6,"مشاركة قليلة",0.00
"Merlin Röhl","Freiburg","de Bundesliga","MF",23.0,2002,2,0,66,0.7,0,0,0,0,0,0,0,2,0,1,2.4,"مشاركة قليلة",0.00
"Love Arrhov","Eintracht Frankfurt","de Bundesliga","MF",17.0,2008,5,1,65,0.7,0,0,0,1,0,0,0,2,1,2,2.4,"مشاركة قليلة",0.00
"Jessic Ngankam","Eintracht Frankfurt","de Bundesliga","FW",25.0,2000,3,0,62,0.7,0,0,0,0,0,0,0,4,2,0,2.3,"مشاركة قليلة",0.00
"Kevin Akpoguma","Hoffenheim","de Bundesliga","DF",30.0,1995,8,1,61,0.7,0,0,0,0,1,0,0,1,0,1,2.3,"مشاركة قليلة",0.00
"Valentin Gendrey","Hoffenheim","de Bundesliga","DF",25.0,2000,8,0,59,0.7,1,1,2,0,0,2,1,2,1,0,2.2,"مشاركة قليلة",3.05
"Alejo Sarco","Gladbach","de Bundesliga","FW",19.0,2006,3,0,53,0.6,0,0,0,0,0,2,0,0,0,0,2.0,"مشاركة قليلة",0.00
"Loïs Openda","RB Leipzig","de Bundesliga","FW",25.0,2000,2,1,51,0.6,0,0,0,0,0,3,0,0,3,0,1.9,"مشاركة قليلة",0.00
"Yannik Wagner","Heidenheim","de Bundesliga","FW",18.0,2007,4,0,49,0.5,0,0,0,0,0,1,0,0,0,0,1.8,"مشاركة قليلة",0.00
"Guilherme Ramos","Hamburger SV","de Bundesliga","DF",27.0,1997,8,0,48,0.5,0,0,0,0,0,1,1,1,1,0,1.8,"مشاركة قليلة",0.00
"Uchenna Ogundu","Augsburg","de Bundesliga","FW",19.0,2006,5,0,47,0.5,0,0,0,0,0,3,0,1,1,0,1.7,"مشاركة قليلة",0.00
"Václav Černý","Wolfsburg","de Bundesliga","FW,MF",27.0,1997,2,0,47,0.5,0,0,0,0,0,1,0,0,2,0,1.7,"مشاركة قليلة",0.00
"Koki Machida","Hoffenheim","de Bundesliga","DF",27.0,1997,1,1,44,0.5,0,0,0,1,0,0,0,2,0,0,1.6,"مشاركة قليلة",0.00
"Oscar Fraulo","Gladbach","de Bundesliga","MF",21.0,2003,4,0,43,0.5,1,0,1,0,0,1,1,3,0,0,1.6,"مشاركة قليلة",2.09
"Adam Hložek","Hoffenheim","de Bundesliga","FW,MF",23.0,2002,5,0,41,0.5,0,0,0,0,0,3,1,0,1,0,1.5,"مشاركة قليلة",0.00
"Lazar Jovanović","Stuttgart","de Bundesliga","FW",18.0,2006,3,0,40,0.4,0,0,0,0,0,1,0,1,1,0,1.5,"مشاركة قليلة",0.00
"Jan Urbich","Gladbach","de Bundesliga","DF",21.0,2004,3,0,39,0.4,0,0,0,0,0,0,0,1,2,0,1.4,"مشاركة قليلة",0.00
"Jeremy Arévalo","Stuttgart","de Bundesliga","FW",20.0,2005,7,0,38,0.4,0,0,0,0,0,3,1,0,3,0,1.4,"مشاركة قليلة",0.00
"Mick Schmetgens","Werder Bremen","de Bundesliga","MF",17.0,2007,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,1.4,"مشاركة قليلة",0.00
"Maximilian Wöber","Werder Bremen","de Bundesliga","DF",27.0,1998,2,0,37,0.4,0,0,0,0,0,0,0,1,0,1,1.4,"مشاركة قليلة",0.00
"Bence Dárdai","Wolfsburg","de Bundesliga","MF",19.0,2006,1,0,35,0.4,0,0,0,0,0,0,0,1,0,1,1.3,"مشاركة قليلة",0.00
"Immanuel Pherai","Hamburger SV","de Bundesliga","FW,MF",24.0,2001,6,0,35,0.4,0,0,0,2,1,1,0,4,2,1,1.3,"مشاركة قليلة",0.00
"Skelly Alvero","Werder Bremen","de Bundesliga","MF",23.0,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,1,0,1.3,"مشاركة قليلة",0.00
"Aiman Dardari","Augsburg","de Bundesliga","MF",20.0,2005,3,0,34,0.4,0,0,0,1,0,1,0,1,1,0,1.3,"مشاركة قليلة",0.00
"Maycon Cardozo","Bayern Munich","de Bundesliga","MF",16.0,2008,2,0,34,0.4,0,0,0,0,0,0,0,0,2,0,1.3,"مشاركة قليلة",0.00
"Wisdom Mike","Bayern Munich","de Bundesliga","FW",16.0,2008,4,0,30,0.3,0,0,0,0,0,2,1,0,0,0,1.1,"مشاركة قليلة",0.00
"Maximilian Philipp","Freiburg","de Bundesliga","FW,MF",31.0,1994,2,0,29,0.3,0,0,0,0,0,0,0,2,0,1,1.1,"مشاركة قليلة",0.00
"David Daiber","Bayern Munich","de Bundesliga","FW",18.0,2007,2,0,29,0.3,0,0,0,0,0,1,0,2,0,0,1.1,"مشاركة قليلة",0.00
"Finley Stevens","St Pauli","de Bundesliga","DF",22.0,2003,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,1.0,"مشاركة قليلة",0.00
"Taichi Hara","St Pauli","de Bundesliga","FW",26.0,1999,4,0,27,0.3,0,0,0,0,0,1,0,0,0,0,1.0,"مشاركة قليلة",0.00
"Jusuf Gazibegović","Köln","de Bundesliga","DF",25.0,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0.9,"مشاركة قليلة",0.00
"Marin Ljubicic","Union Berlin","de Bundesliga","FW",23.0,2002,2,0,22,0.2,2,0,2,0,0,2,2,2,0,0,0.8,"مشاركة قليلة",8.18
"Tim Oermann","Leverkusen","de Bundesliga","DF",21.0,2003,2,0,18,0.2,0,0,0,0,0,0,0,0,1,1,0.7,"مشاركة قليلة",0.00
"Cole Campbell","Dortmund","de Bundesliga","FW",19.0,2006,1,0,17,0.2,0,0,0,0,0,1,0,0,0,0,0.6,"مشاركة قليلة",0.00
"Almugera Kabar","Dortmund","de Bundesliga","DF",19.0,2006,1,0,16,0.2,0,0,0,0,0,1,0,0,0,1,0.6,"مشاركة قليلة",0.00
"Shafiq Nandja","Hamburger SV","de Bundesliga","DF",18.0,2007,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.6,"مشاركة قليلة",0.00
"Felipe Chávez","Bayern Munich","de Bundesliga","MF",18.0,2007,2,0,14,0.2,0,0,0,0,0,1,0,0,0,0,0.5,"مشاركة قليلة",0.00
"Timo Werner","RB Leipzig","de Bundesliga","FW,MF",29.0,1996,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0.5,"مشاركة قليلة",0.00
"Timothy Chandler","Eintracht Frankfurt","de Bundesliga","DF,MF",35.0,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0.4,"مشاركة قليلة",0.00
"Luka Đurić","Hoffenheim","de Bundesliga","MF",22.0,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0.4,"مشاركة قليلة",0.00
"Ben Bobzien","Mainz 05","de Bundesliga","FW,MF",22.0,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,2,0.3,"مشاركة قليلة",0.00
"Tim Kleindienst","Gladbach","de Bundesliga","FW",29.0,1995,3,0,7,0.1,0,0,0,0,0,0,0,1,0,1,0.3,"مشاركة قليلة",0.00
"Rouven Tarnutzer","Freiburg","de Bundesliga","FW",18.0,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,1,0,0.3,"مشاركة قليلة",0.00
"Linus Güther","Union Berlin","de Bundesliga","MF",15.0,2010,1,0,7,0.1,0,0,0,1,0,0,0,1,0,0,0.3,"مشاركة قليلة",0.00
"Tim Schnitzer","Augsburg","de Bundesliga","MF",17.0,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0.2,"مشاركة قليلة",0.00
"Leart Paqarada","Heidenheim","de Bundesliga","DF",30.0,1994,1,1,6,0.1,0,0,0,0,0,0,0,0,0,0,0.2,"مشاركة قليلة",0.00
"Dmytro Bohdanov","Union Berlin","de Bundesliga","MF",18.0,2007,2,0,6,0.1,0,0,0,0,0,3,1,0,0,0,0.2,"مشاركة قليلة",0.00
"Deniz Ofli","Bayern Munich","de Bundesliga","DF",18.0,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0.2,"مشاركة قليلة",0.00
"Jonah Kusi-Asare","Bayern Munich","de Bundesliga","FW",18.0,2007,1,0,5,0.1,0,0,0,0,0,0,0,1,0,0,0.2,"مشاركة قليلة",0.00
"Charles Herrmann","Gladbach","de Bundesliga","FW",19.0,2006,1,0,5,0.1,0,1,1,0,0,0,0,1,0,0,0.2,"مشاركة قليلة",18.00
"Erblin Osmani","Bayern Munich","de Bundesliga","MF",16.0,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0.1,"مشاركة قليلة",0.00
"Samba Konaté","RB Leipzig","de Bundesliga","FW",16.0,2009,1,0,4,0.0,0,0,0,0,0,1,0,0,0,0,0.1,"مشاركة قليلة",0.00
"Arne Maier","Augsburg","de Bundesliga","MF",26.0,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0,1,0.1,"مشاركة قليلة",0.00
"Kevin Kampl","RB Leipzig","de Bundesliga","MF",34.0,1990,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0.1,"مشاركة قليلة",0.00
"Mathis Albert","Dortmund","de Bundesliga","FW",16.0,2009,1,0,2,0.0,0,0,0,0,0,0,0,1,0,1,0.1,"مشاركة قليلة",0.00
"Isak Hansen-Aarøen","Werder Bremen","de Bundesliga","MF",20.0,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0,2,0.1,"مشاركة قليلة",0.00
"Tobias Weigel","Heidenheim","de Bundesliga","FW",18.0,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0.1,"مشاركة قليلة",0.00
"Louis Lemke","Hamburger SV","de Bundesliga","DF",15.0,2009,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,"مشاركة قليلة",0.00
"Yannick Eduardo","Hoffenheim","de Bundesliga","FW",19.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,"مشاركة قليلة",0.00
"Cassiano Kiala","Bayern Munich","de Bundesliga","DF",16.0,2009,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,"مشاركة قليلة",0.00
"Leonidas Stergiou","Stuttgart","de Bundesliga","DF",23.0,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,"مشاركة قليلة",0.00
